idx,class,conversation
h_067,일반 대화,"팀장님 내일 오전에 개인 일정이 좀 있어서 출근이 좀 늦을 것 같은데 괜찮을까요?
괜찮아 내일 오전에 특별한 미팅 없으니까 오후에 와도 돼 급한 건 내가 커버할게
감사합니다 최대한 빨리 출근하겠습니다 늦어도 1시까지는 도착할게요
편하게 볼 일 보고 와 무리해서 서두르지 말고"
h_068,일반 대화,"회사 동호회 등산 모임 이번 주 토요일인데 참가할 거야? 같이 가자
가고 싶긴 한데 체력이 될지 걱정이야 ㅋㅋ 코스가 어떻게 돼?
초보 코스래 왕복 2시간이면 돼 부담 없어 경치도 좋다더라
그 정도면 괜찮다 갈게! 등산화 없는데 운동화로 가도 될까?"
h_069,일반 대화,"과장님 퇴근 전에 결재 서류에 서명 좀 부탁드려도 될까요? 내일까지 제출이라서요
응 뭐야 어디에 서명하면 돼? 내용은 이미 검토한 거지?
네 계약서 최종본이요 법무팀 검토도 다 끝났습니다
알겠어 가져와 바로 해줄게 고생했어 빠듯한 일정에 잘 마무리했네"
h_070,일반 대화,"어제 저녁 내가 삼겹살 쐈으니까 오늘 점심 커피는 네가 사는 거다 약속했잖아
ㅋㅋ 알겠어 뭐 마실래? 아메리카노 맞지?
응 아이스 아메리카노 큰 걸로 부탁해 오늘 더우니까
오케이 지금 바로 카페 가서 주문할게 자리에서 기다려"
h_071,일반 대화,"야 오늘 점심 삼계탕 먹었으니까 더치페이 하자 1만 2천원이니까 6천원씩
응 카카오페이로 바로 보내줄게 계좌번호 필요 없지?
응 카카오페이로 보내줘 금방 확인할 수 있으니까
보냈다 확인해봐 맛있었다 다음에 또 가자 ㅎㅎ"
h_072,일반 대화,"엄마 이번 달 용돈 좀 올려주시면 안 될까요? 물가가 너무 올랐어요 ㅠㅠ
지난번에 준 거 벌써 다 썼어? 어디에 이렇게 많이 쓰니
친구들이랑 밥도 먹고 교통비도 오르고 해서요 아껴 쓰는데도 부족해요
알겠다 5만원 더 보내줄게 그래도 가계부 좀 써봐라 어디에 쓰는지 파악해야지"
h_073,일반 대화,"이번 달 월급 들어왔어? 나는 아까 확인했는데 입금 문자 왔더라
응 나도 확인했어 드디어 통장에 돈이 들어왔다 ㅠㅠ 한 달이 길었어
맞아 ㅋㅋ 월급날만 기다렸어 오늘 저녁은 맛있는 거 먹자 자축하자
좋아 월급 기념 삼겹살에 소주 어때? 내가 아는 맛집 있어"
h_074,일반 대화,"야 미안한데 만원만 빌려줄 수 있어? 지갑을 집에 놓고 왔어 현금이 하나도 없어
그래 여기 카드로 내가 먼저 계산할게 걱정하지 마
고마워 진짜 내일 출근하면 바로 갚을게 미안해
괜찮아 갚는 거 신경 쓰지 마 친구 사이에 이 정도는 당연하지"
h_075,일반 대화,"이 원피스 마음에 드는데 가격이 얼마인지 좀 봐줘 태그가 안 보여서
3만 9천원이래 지금 시즌 세일 중이라 원래 7만원짜리야 거의 반값이네
오 이 정도면 괜찮다 살 만하네 색상도 예쁘고 소재도 좋아
맞아 나도 다른 색으로 하나 살까 고민 중이야 같이 사면 할인 더 되나 물어볼까"
h_076,일반 대화,"월말인데 통장 잔고가 바닥이야 ㅋㅋ 아직 열흘이나 남았는데 어떡하지
나도 ㅋㅋ 이번 달 카드값이 어마어마하게 나왔어 쇼핑을 좀 줄여야 하는데
우리 다음 달부터는 진짜 절약 좀 하자 점심도 도시락 싸오고
그래야겠다 커피도 텀블러에 집에서 타오자 한 달만 참아보자"
h_077,일반 대화,"야 지난달에 빌린 3만원 여기 있어 늦어서 미안해 자꾸 까먹었다 ㅎㅎ
아 맞다 빌려줬던 거 나도 까먹고 있었는데 ㅋㅋ 고마워 갚아줘서
미안 좀 늦었지? 다음부터는 바로 보내줄게
아니야 전혀 괜찮아 생각해줘서 고맙지 그거로 오늘 저녁이나 맛있는 거 먹자"
h_078,일반 대화,"이사 축하해! 집들이 초대 고마워 선물로 뭐 가져가면 좋을까?
아 안 그래도 돼 와주는 것만으로도 충분히 좋아 부담 갖지 마
그래도 빈손으로 갈 수 없지 휴지 세트나 세제 세트 어때? 실용적이잖아
ㅋㅋ 현실적이다 고마워 사실 이사하느라 생필품 살 틈이 없었어"
h_079,일반 대화,"이따 마트에서 장 좀 봐야 하는데 같이 갈래? 혼자 가면 심심해서
좋아 나도 라면이랑 과일 좀 사야 해 무거운 거 같이 들면 좋겠다
오늘 마트 전단지 보니까 할인하는 품목 많더라 돼지고기 반값이래
진짜? 그럼 서둘러 가자 좋은 거 빨리 가야 남아있어"
h_080,일반 대화,"야 주식 요즘 어떻게 돼가? 나는 수익률이 마이너스인데 ㅋㅋ 괴로워
나도 마이너스야 ㅋㅋ 연초에 산 종목이 계속 빠지고 있어 속이 쓰려
그래도 존버하자 전문가들도 장기 투자하라고 하잖아 언젠간 오르겠지
맞아 뭐 단기적으로 일희일비하면 안 되지 마음 편하게 먹자"
h_081,일반 대화,"카페 아르바이트 시급 얼마 받고 있어? 요즘 최저시급 많이 올랐다던데
평일은 만이천원이고 주말에는 만사천원 받아 야간에는 좀 더 받고
오 괜찮다 나도 방학 때 거기 지원해볼까 사람 더 뽑는다고 했어?
응 매니저님한테 물어보니까 여름 시즌 추가 모집한대 같이 일하면 재밌겠다"
h_082,일반 대화,"이번 제주도 여행 경비 대략 얼마나 들 것 같아? 예산 좀 세워야 하는데
비행기랑 렌트카 숙소 합치면 1인당 30만원 정도면 충분할 거야
거기에 식비랑 관광지 입장료 더하면 40만원 정도 보면 되겠네?
응 넉넉하게 40만원 잡으면 돼 식비는 현지에서 카드로 계산하면 되고"
h_083,일반 대화,"엄마 이번 달 영어학원비 납부일이 다음 주인데 입금해주실 수 있어요?
당연하지 학원비 얼마야? 지난달이랑 같은 금액이야?
네 30만원이에요 감사합니다 엄마 이번 달 모의고사 성적 많이 올랐어요
그래? 잘했다 공부 열심히 하는 거 알아 건강 챙기면서 다녀"
h_084,일반 대화,"생일 축하해! 선물 뭐 사줄까? 예산은 5만원 정도로 생각하고 있는데
그냥 선물 대신 같이 맛있는 거 먹자 시간 내줘서 함께하는 게 더 좋아
진짜? 그럼 뭐 먹고 싶어? 네가 고르는 거 다 오케이야
스시 먹으러 가고 싶어 역삼역 근처에 괜찮은 오마카세 있다던데 거기 어때"
h_085,일반 대화,"이번 달 아파트 관리비 얼마 나왔어? 좀 많이 나온 것 같은데
15만원 나왔어 지난달보다 2만원 올랐어 난방비 때문인 것 같아
겨울이라 난방비가 올라가나 보다 좀 절약해야겠다 보일러 온도 낮출까?
그래 취침 시간에는 좀 낮추자 두꺼운 이불 덮으면 괜찮을 거야"
h_086,일반 대화,"아 커피 마시고 싶다 내가 카페 갈 건데 너도 마실 거 있으면 사다줄게
오 진짜? 고마워 카페라떼 따뜻한 걸로 하나 부탁해
사이즈는 어떻게 해? 톨이야 그란데야?
톨 사이즈로 부탁해 시럽은 빼줘 고마워 나중에 내가 한턱 쏠게 ㅎㅎ"
h_087,일반 대화,"야 밖에 비 엄청 오는데 우산 안 가져왔지? 편의점에서 사야겠다 같이 가자
같이 가자 나도 간식이랑 음료수 좀 사야 해 비 맞으면 감기 걸리겠어
편의점 우산 요즘 얼마 해? 비싸지 않아?
5천원 정도 할 거야 비싸도 비 맞고 다니는 것보단 낫지 뭐 ㅋㅋ"
h_088,일반 대화,"적금 새로 들었다며? 요즘 금리 어떤 상품이 괜찮아?
응 지난달에 들었어 연 4프로짜리 정기적금 1년 만기로
오 괜찮다 나도 여유자금 넣어둘 데 찾고 있었는데 어느 은행이야?
카카오뱅크야 앱으로 쉽게 가입할 수 있어 지금도 모집 중일 거야 해봐"
h_089,일반 대화,"야 택시비 나왔는데 반반 하자 여기서 집까지 만삼천원 나왔어
그래 반씩이면 6500원이네 카카오페이로 보내줄게 지금 바로
고마워 이 시간에 대중교통 없으니까 택시 타는 게 맞지 집까지 편하게 가자
응 밤에 돌아다니는 것보다 낫지 다음에도 늦으면 택시 타자"
h_090,일반 대화,"이번 주말에 아울렛 세일한대 같이 가볼래? 겨울옷 좀 사야 하는데
어디 아울렛? 할인율이 얼마나 되는데? 좋은 거 있으면 나도 사고 싶어
여주 아울렛인데 최대 70프로까지 할인한대 패딩이랑 코트 위주로
70프로면 대박이다 이번 주말에 꼭 가자 아침 일찍 출발하자"
h_091,일반 대화,"야 돈 좀 모으고 싶은데 도대체 어떻게 시작해야 할지 모르겠어 조언 좀 해줘
일단 가계부부터 써봐 한 달 동안 어디에 얼마 쓰는지 파악하는 게 먼저야
맞는 말이다 나 아마 커피값이 제일 많을 것 같아 매일 5천원씩 쓰니까
ㅋㅋ 한 달이면 15만원이야 집에서 타먹으면 10만원은 아끼는 거야 거기서부터 시작해"
h_092,일반 대화,"아빠 이번 달 교통카드 잔액이 다 떨어졌어요 충전 좀 해주실 수 있으세요?
얼마 충전할까? 지난달에 5만원 넣었는데 벌써 다 쓴 거야?
네 등하교랑 학원 다니다 보니까 교통비가 꽤 나가요
알겠다 5만원 넣어놓을게 앱으로 바로 충전 가능하니까 기다려"
h_093,일반 대화,"다음 주에 대학 동기 결혼식인데 축의금 얼마 내야 할까? 기준이 헷갈려
요즘 물가에 친한 친구면 5만원 보통 사이면 3만원 정도가 적당해
우리 꽤 친했으니까 5만원 내야겠다 봉투도 사야 하는데 편의점에 있으려나
문구점에서 사는 게 나아 예쁜 것도 있고 축하 메시지도 적을 수 있어"
h_094,일반 대화,"야 오늘 저녁 내가 쏠게 이번에 프로젝트 잘 끝나서 기분 좋거든 뭐 먹고 싶어?
진짜? 오늘 왜 이렇게 통 큰 거야 ㅋㅋ 무슨 좋은 일 있는 거 아니야?
그냥 우리 고생한 거 자축하자 치킨 먹을까 아니면 고기 먹을까?
치킨 먹자! 양념 반 후라이드 반에 맥주 한잔이면 완벽하겠다"
h_095,일반 대화,"노트북 새로 사려는데 추천 좀 해줘 예산은 100만원 내외로 생각 중이야
맥북 에어 어때? M2 칩 나온 이후로 가성비가 엄청 좋아졌어
맥북도 좋은데 윈도우가 호환성 면에서 더 낫지 않아? 게임도 하고 싶고
용도에 따라 다르지 업무용이면 맥북 게임까지 하려면 윈도우 추천"
h_096,일반 대화,"동생 스무살 생일인데 선물 뭐가 좋을까? 요즘 스무살짜리들이 뭘 좋아하는지 모르겠어
무선 이어폰 어때? 에어팟이나 갤럭시버즈 요즘 학생들 거의 다 쓰잖아
오 좋은 아이디어다 예산이 15만원 정도면 갤럭시버즈 살 수 있으려나?
세일 기간 잘 맞추면 가능해 온라인에서 쿠폰 적용하면 더 싸게 살 수 있어"
h_097,일반 대화,"이사비가 생각보다 훨씬 많이 나와서 놀랐어 예상 금액 초과했거든
얼마나 나왔는데? 이삿짐 양이 많았나 봐
짐 정리 포함해서 50만원 ㅠㅠ 견적보다 10만원 더 나왔어
이사비 원래 비싸 그래도 새 집에서 시작하는 거니까 기분 좋잖아 화이팅"
h_098,일반 대화,"전세 대출 갚으려면 앞으로 몇 년이나 걸릴까 계산해봤더니 막막하더라
금액이 얼마인데? 이자율에 따라 다르긴 하지만 계획적으로 하면 괜찮을 거야
매달 갚는 금액 늘리면 3년 안에 가능할 것 같긴 해
그래도 생활비도 있으니까 무리하지 말고 여유자금 범위 내에서 갚아나가자"
h_099,일반 대화,"엄마 오늘 시장 다녀오셨어요? 뭐 좋은 거 사오셨어요?
과일이랑 고기 좀 샀어 제철 과일이 싸길래 많이 사왔다
수박 있어요? 요즘 수박이 맛있을 때인데 먹고 싶어요
큰 거 하나 샀어 냉장고에 넣어놨으니까 저녁에 같이 먹자 달콤하겠다"
h_100,일반 대화,"이번 달 핸드폰 요금이 평소보다 2만원이나 더 나왔어 뭐가 문제지
데이터 초과한 거 아니야? 요즘 유튜브 많이 보잖아
그런가 무제한 요금제가 아니라서 데이터를 초과한 것 같아 ㅋㅋ
요금제 바꿔봐 월 2천원만 더 내면 무제한 되는 거 있어 오히려 이득이야"
h_101,일반 대화,"이전 집 보증금 돌려받았어? 집주인이 잘 돌려줬어?
응 어제 계좌로 입금됐어 확인하고 진짜 안도했다 다행이다
잘됐다 그 돈으로 뭐 할 계획이야? 새 집 인테리어에 쓸 거야?
일단 적금에 절반 넣고 나머지는 이사 때 쓴 카드값 정리하려고"
h_102,일반 대화,"이번 달 카드 명세서 확인해봤는데 금액이 장난 아니야 ㅠㅠ
얼마나 나왔길래? 뭘 그렇게 많이 썼어?
80만원 ㅋㅋ 가을 옷 사느라 좀 과하게 질렀나 봐
야 ㅋㅋ 좀 줄여라 다음 달은 현금 위주로 쓰자 카드는 봉인해"
h_103,일반 대화,"야 장학금 받았다는 소식 들었어 축하해! 얼마짜리 장학금이야?
1학기 등록금 전액 면제야! 진짜 열심히 공부한 보람이 있다 ㅎㅎ
와 대박이다 진심으로 축하해 부모님 엄청 기뻐하시겠다
맞아 엄마가 울었어 ㅋㅋ 다음 학기도 유지하려고 더 열심히 해야지"
h_104,일반 대화,"야 연말정산 했어? 이번에 환급금 꽤 나올 수 있다는데 빨리 해봐
아 아직 안 했어 서류 준비가 번거로워서 미루고 있었는데 언제까지야?
이번 달 말까지야 홈택스에서 간편 조회 되니까 생각보다 쉬워
오키 주말에 해야겠다 작년에 30만원 환급받았는데 올해도 기대된다"
h_105,일반 대화,"투자 공부 좀 시작해볼까 생각 중인데 완전 초보면 어디서부터 시작해?
좋은 생각이야 근데 처음에는 소액으로 시작해 공부한다 생각하고
얼마 정도가 적당할까? 10만원 정도면 시작할 수 있어?
충분해 ETF부터 해보는 거 추천해 분산투자라 리스크도 적고 공부하기 좋아"
h_106,일반 대화,"안 쓰는 태블릿 중고로 팔려는데 시세가 얼마 정도 될까?
모델이 뭔데? 상태 좋으면 정가 대비 반값 정도는 받을 수 있을 거야
아이패드 8세대인데 기스도 없고 상태 좋아 그럼 15만원 정도 받을 수 있으려나
충분히 가능해 당근마켓이나 중고나라에 사진 잘 찍어서 올려봐"
h_107,일반 대화,"아빠 차에 기름이 거의 바닥이에요 학교 가려면 넣어야 하는데 카드 좀 빌려주세요
어디까지 가야 하는 거야? 기름이 얼마나 비었어?
학교 왕복이요 경고등 들어왔어요 5만원어치만 넣으면 될 것 같아요
카드 지갑에 있다 넣고 나서 영수증 가져와 그리고 다음부터는 미리 얘기해"
h_108,일반 대화,"다음 달 일본 여행인데 환전 미리 해둬야 할까? 엔화가 요즘 좀 올랐더라
은행 창구보다 인터넷 환전이 수수료 훨씬 싸 90프로 우대해주는 데도 있어
오 모바일 앱으로도 되는 거야? 은행 직접 안 가도 돼?
응 앱으로 예약하고 공항에서 수령하면 돼 편하고 환율도 좋아 미리 해둬"
h_109,일반 대화,"야 편의점 갈 건데 뭐 필요한 거 있으면 사다줄까? 같이 갈래?
삼각김밥 참치마요 하나만 부탁해 배고프지는 않은데 간식 먹고 싶어서
알겠어 음료는? 커피나 주스 같은 거 필요 없어?
괜찮아 물은 있어 삼각김밥만 사다줘 고마워 돈은 바로 보내줄게"
h_110,일반 대화,"생활비 통장이랑 저축 통장 분리했어? 나는 아직 같이 쓰는데 관리가 안 돼
응 이번 달에 분리했는데 확실히 돈 관리가 편해졌어 추천해
나도 해야 하는데 통장 새로 만들기 귀찮아서 계속 미루고 있어
한번만 만들면 되니까 토요일에 같이 은행 가자 30분이면 끝나"
h_111,일반 대화,"이번 주부터 퇴근 후에 배달 알바 시작했어 용돈 좀 벌려고
오 진짜? 힘들지 않아? 본업이랑 같이 하면 체력적으로 부담되지 않아?
좀 피곤하긴 한데 시급이 시간당 만오천원이라 해볼 만해
무리하지 마 건강이 제일 중요하니까 힘들면 바로 쉬어 돈은 나중에도 벌 수 있어"
h_112,일반 대화,"야 카페에서 음료 하나 무료 쿠폰 있어 유효기간이 오늘까지인데 같이 갈래?
진짜? 그 쿠폰 나한테 양보해주면 안 돼? ㅋㅋ
안 돼 내 쿠폰이야 대신 같이 가면 네 거 하나 내가 사줄게
ㅋㅋ 거래 성립 같이 가자 오늘 카페 가서 달달한 거 마시고 싶었어"
h_113,일반 대화,"다음 달에 이사하면 가구 새로 사야 하는데 중고로 살까 새 거로 살까 고민이야
중고나라에서 상태 좋은 거 싸게 사면 되지 예산도 아끼고
침대는 새 거 사고 싶은데 중고 침대는 위생적으로 좀 그렇잖아
침대랑 매트리스는 새 걸로 사고 책상이나 서랍장은 중고로 사면 예산 조절 돼"
h_114,일반 대화,"야 오늘 점심 내가 살게 지난번에 네가 피자 사줬잖아 이번에는 내 차례야
오 고마워 그럼 뭐 먹을까? 네가 사주니까 네가 골라도 돼
네가 먹고 싶은 거 골라 아무거나 좋아 든든한 거 먹자
칼국수 어때? 날씨가 쌀쌀한데 따뜻한 국물 있는 거 먹으면 딱이야"
h_115,일반 대화,"전기세가 이번 달 너무 많이 나왔어 절약하는 방법 좀 알려줘
LED 전구로 바꾸고 안 쓰는 가전 대기전력 차단하면 꽤 줄어들어
에어컨이 제일 문제인 것 같은데 여름에 전기세 폭탄 맞을 것 같아
에어컨 틀 때 선풍기 같이 쓰면 냉방 효율 올라가서 전기세 줄일 수 있대"
h_116,일반 대화,"야 넷플릭스 같이 구독 나눠쓸래? 혼자 내기에는 좀 비싸거든
좋아 프리미엄 요금제 4명이서 나누면 한 달에 얼마야?
4명이 나누면 1인당 4천원 정도밖에 안 해 커피 한잔 값도 안 되지
가성비 미쳤다 당장 하자 넷플릭스에 볼 게 많이 쌓여있었는데"
h_117,일반 대화,"이번 여름에 수영 배우려고 하는데 스포츠센터 등록비 얼마 정도 해?
한 달 기준으로 7~8만원 정도 하는데 시설마다 좀 달라
좀 비싸네 할인 받을 수 있는 방법 없을까?
3개월이나 6개월 장기 등록하면 20프로 정도 할인해줘 장기가 이득이야"
h_118,일반 대화,"엄마 생일 선물 뭐 사드릴까 형이랑 같이 돈 모아서 좋은 거 드리고 싶어
좋은 생각이다 형한테 예산 얼마까지 가능한지 물어봐봐
형이 10만원까지 된대 나도 10만원 하면 총 20만원인데 뭐가 좋을까
스카프나 가방 어때? 백화점 세일 기간 맞추면 좋은 브랜드 제품 살 수 있어"
h_119,일반 대화,"야 온라인 특가 세일에서 운동화 엄청 싸게 나왔다 이거 봐봐
어디서? 가격이 얼마인데? 원래 얼마짜리인데
정가 15만원짜리가 7만원이야 반값 넘게 할인하는 거지 색상도 이쁘고
사이즈 맞으면 바로 사야겠다 이 가격이면 안 사는 게 손해지"
h_120,일반 대화,"올해 저축 목표를 500만원으로 세웠어 매달 꾸준히 모을 거야
오 대단하다 500만원이면 매달 얼마씩 넣어야 하는 거야?
매달 40만원씩 12개월이면 480만원이고 보너스 넣으면 될 것 같아
자동이체 걸어놓으면 안 쓰고 자동으로 모이니까 편해 나도 그렇게 하고 있어"
h_121,일반 대화,"야 오늘 밥값은 내가 계산할게 대신 커피숍에서 디저트 사줘 맞교환이야
오케이 좋아 그럼 커피랑 케이크까지 사줄게 어디 카페 갈까?
밥집 바로 옆에 투썸플레이스 있잖아 거기 케이크 맛있더라
좋아 거기 가자 나 티라미수 먹고 싶었어"
h_122,일반 대화,"오빠 용돈 좀만 줘 ㅋㅋ 이번 달에 좀 부족해서 그래
왜 또 다 썼어? 지난번에 준 게 엊그제인데 벌써 다 쓴 거야?
이번에 친구 생일이라 선물 사야 하는데 예산이 좀 부족해서요
얼마나 필요한데? 3만원이면 돼? 대신 다음 달에는 스스로 해결해라"
h_123,일반 대화,"해외직구로 키보드 사려는데 관세 붙을까 안 붙을까? 가격이 좀 애매해서
가격이 얼마짜리인데? 미국에서 오는 거면 150달러 이하는 면세야
15만원 정도니까 달러로 하면 110달러쯤 되는데 면세 범위 안이네?
그 정도면 관세 안 붙을 거야 배송비 포함해서 계산해봐 그것도 포함이니까"
h_124,일반 대화,"야 오늘 이마트 주말 특가 세일이래 계란이랑 우유 반값이라는데 같이 가자
진짜? 대박이다 지금 마침 계란 떨어졌는데 같이 가자
라면이랑 과자도 할인한다던데 장 보는 김에 싹 다 사오자
좋아 차 가져갈게 장 많이 볼 것 같으니까 트렁크 비워놔야겠다"
h_125,일반 대화,"통신비 줄이고 싶은데 알뜰폰으로 바꾸면 어때? 써본 적 있어?
나 알뜰폰 쓴 지 1년 됐는데 한 달에 만오천원이면 데이터 넉넉하게 써
와 싸다 그런데 통화 품질이나 데이터 속도 불편한 거 없어?
전혀 없어 대형 통신사 망 그대로 쓰는 거라 차이 못 느껴 번호 이동도 간편해"
h_126,일반 대화,"야 혹시 현금 만원만 있어? 주차비 내야 하는데 카드가 안 되는 곳이야
있어 여기 만원 가져가 주차비 비싸다 어디야?
고마워 오늘 중으로 카카오페이로 보내줄게 잊지 않을게
괜찮아 급한 건데 뭘 다음에 밥이나 한끼 사줘 ㅋㅋ"
h_127,일반 대화,"보험 가입해야 할까 고민 중인데 뭐부터 들어야 할지 모르겠어 조언 좀 해줘
기본적인 의료보험은 꼭 들어놓는 게 좋아 특히 실손보험
실비보험 추천하는 이유가 뭐야? 보험료가 비싸지 않아?
실비는 병원비 실제 부담분 대부분 돌려받으니까 가성비 최고야 보험료도 월 3만원대"
h_128,일반 대화,"야 무인할인매장에서 과일 반값 택배 판다 한 박스에 15000원이래
뭔 과일인데? 제철 과일이야? 품질은 괜찮아?
사과 5kg에 15000원이래 농가 직송이라 신선하대
오 싸다 나도 한 박스 시켜줘 부모님 댁에도 하나 보내드리면 좋겠다"
h_129,일반 대화,"이사하면 월세가 지금보다 줄어들어? 새 집이 더 싸다며
보증금 1000만원에 월 50만원이야 지금 월 65만원 내는 것보다 훨씬 나아
15만원 절약이면 크다 교통비는 좀 더 들겠지만 총 생활비로 보면 이득이겠네
맞아 계산해보니까 한 달에 10만원 정도 절약되더라 이사 결심 잘한 것 같아"
h_130,일반 대화,"연말정산에서 환급 많이 받을 수 있는 팁 좀 알려줘 작년에 거의 못 받았거든
체크카드 위주로 쓰고 의료비 영수증 꼼꼼히 챙겨 기부금 영수증도 중요해
기부금도 세액공제가 돼? 몰랐는데 얼마나 돌려받을 수 있어?
기부금은 15프로 세액공제 받을 수 있어 소액이라도 티끌 모아 태산이지"
h_131,일반 대화,"오늘 마트 장 보고 왔어 총 4만원 썼는데 이번 주 식재료는 충분할 것 같아
뭐뭐 샀어? 메뉴 계획 세우고 갔어 아니면 눈에 보이는 대로?
야채류랑 돼지고기 사고 라면이랑 간식도 좀 샀어 세일 품목 위주로 골랐어
잘 샀네 4만원이면 적당하다 요즘 장보기 물가 생각하면 알뜰하게 산 거야"
h_132,일반 대화,"중고차 사려고 알아보는 중인데 예산이 천만원 정도면 뭐가 괜찮을까?
천만원이면 괜찮은 선택지 많아 연식 3~4년 된 준중형 세단 추천
사고 이력이나 침수 차량은 어떻게 구분해? 중고차는 좀 걱정돼
성능 기록부 꼭 확인하고 직접 시승해봐 같이 가줄까? 아는 딜러 있어"
